Start Time,End Time,Text
1968.44,1972.48,"I've got an input that is a string S, lowercase characters."
1972.48,1975.1200000000001,Assume it's just got vowels and consonants.
1975.1200000000001,1978.16,Return for me a tuple where the first element in the tuple
1978.16,1980.6,is how many vowels are in S. And the second element
1980.6,1983.64,of the tuple is how many consonants are in S.
1983.64,1986.28,So it should be pretty straightforward.
1986.28,1988.52,"A hint I have here, if you don't remember,"
1988.52,1991.36,that will make your life easier as try to remember
1991.36,1994.6399999999999,how to check if a character is in a string.
1994.6399999999999,1999.28,"So using the special in keyword, right?"
1999.28,2001.8799999999999,We saw an example of this probably back
2001.8799999999999,2003.04,when we learned about strings.
2006.92,2011.76,"So you can try to write your code around line 65-ish,"
2011.76,2012.92,and then we can write it together.
2013.3600000000001,2016.6000000000001,All right.
2016.6000000000001,2019.4,So how would you approach this problem?
2022.6000000000001,2024.16,So what's the first step here?
2029.48,2033.0800000000002,"Yep, we can make a string that contains all the vowels."
2033.0800000000002,2038.6000000000001,"Vowels equals a-o-u, and lowercase, because, yep."
2038.6000000000001,2039.1200000000001,Nice.
2042.92,2043.76,Next.
2046.88,2047.88,Yeah.
2047.88,2052.88,"So if the car is in that list, then we could like have"
2056.76,2059.7200000000003,where we can track like plus equals?
2059.7200000000003,2060.52,Yep.
2060.52,2061.36,Yep.
2061.36,2063.52,Vowels plus equals one.
2065.08,2067.16,"And else, we know it's not a vowel,"
2067.16,2071.6800000000003,so we'll keep a consonants count plus equals one.
2072.48,2075.9199999999996,"So this is the consonant count, and this is the vowel's count."
2081.7999999999997,2084.7599999999998,"What is char, in this case, though?"
2089.2799999999997,2090.2,"Yeah, exactly."
2090.2,2094.52,We have to loop so for char in S.
2094.52,2098.48,So we need to look at every character inside S.
2098.48,2101.52,"And this is where, now that we're dealing with, you know,"
2101.52,2106.72,"things that might be non-interiors in my four loops,"
2106.72,2108.4,we can write little notes for ourselves.
2108.4,2114.2,"That's something like char is a, then b, then c,"
2114.2,2115.04,or something like that.
2115.04,2118.84,"To remind us, that char is not the index,"
2118.84,2122.56,but it's an actual thing.
2122.56,2125.8,And then what else we need to do?
2132.04,2133.88,"Yeah, we can initiate C and V0."
2133.88,2139.08,"We can use the trick where you do C comma V equals 0 comma 0,"
2139.08,2143.6,"or we can just do it on separate lines, all good."
2143.6,2146.8,"And then lastly, this does the work for us,"
2146.8,2151.6,but the function needs to have something to show for it.
2151.6,2158.84,"Yeah, after the loop, we'll return the tuple C comma V."
2158.84,2163.36,"So sorry, V comma C, probably."
2163.36,2168.4,"And if we run it, it matches what we expected."
2168.4,2170.48,"So 1, 3, and 0, 5."
2170.48,2173.04,And you can imagine adding a couple more test cases.
2173.04,2175.0,"Maybe something with an empty string,"
2175.0,2178.6400000000003,"that should return 0, 0, and maybe something with all vowels,"
2178.6400000000003,2181.1200000000003,which should return some number comma 0.
2182.12,2190.6,"OK, so one other thing we can do with tuples"
2190.6,2192.92,is to create these functions that take
2192.92,2196.7999999999997,a variable number of arguments is in as a parameter.
2196.7999999999997,2198.64,"So remember when we define functions,"
2198.64,2203.3599999999997,we basically tell Python how many parameter we expected to take.
2203.3599999999997,2205.64,"But it's possible to have some functions,"
2205.64,2210.08,"for example, max or min, that can take in two parameters here."
2210.08,2212.88,Notice there's no extra parentheses.
2212.88,2216.12,"Or we can just add as many numbers as we'd like,"
2216.12,2219.88,and it will still work to take the max of all of these sets
2219.88,2220.4,of numbers.
2220.4,2224.56,"And again, we didn't make this inner thing a tuple,"
2224.56,2229.04,although it works even with the tuple as an object.
2229.04,2231.56,But our goal here is to try to write a function
2231.56,2235.96,"that can take in a variable number of arguments, either 2"
2235.96,2239.84,"or 3, or 10, or 20, and it should still work."
2239.84,2242.48,And the way we do that is using a parameter
2242.48,2245.48,that's defined using the star notation.
2245.48,2248.44,"So as soon as you create a function,"
2248.44,2252.28,"and its parameter is star, and then the name of your input,"
2252.28,2256.4,Python basically takes that input and assigns it to a tuple
2256.4,2259.92,"behind the scenes, so you don't have to."
2259.92,2263.8,"And so in this particular case, we're not writing our own max"
2263.8,2268.4,"or min or some, we're writing our own mean function."
2268.4,2271.84,And this mean function will take in a variable number
2271.84,2274.6800000000003,"of arguments, and it's going to figure out"
2274.6800000000003,2276.96,the mean of all of these values.
2276.96,2279.4,The way it does that is pretty simple.
2279.4,2281.92,Now that we know that we can just treat args
2281.92,2285.8,as a tuple of a bunch of numbers.
2285.8,2289.48,So we just loop through all of the elements in args.
2289.48,2292.52,"We add up this running total, and at the end,"
2292.52,2296.28,we return the total divided by how many arguments were given.
2296.28,2299.48,So return total divided by the length of the args.
2299.48,2302.1600000000003,And then when we make a function call to the function we just
2302.1600000000003,2307.2000000000003,"wrote mean here, args will take in, sorry, args"
2307.2000000000003,2313.32,will become a tuple that's all of the parameters inside there.
2313.32,2316.36,"And so here's that example, which means"
2316.36,2321.96,"that we can use our function to get the mean of 1, 2, 3, 4, 5, 6."
2321.96,2323.96,But we can use the exact same function
2323.96,2326.56,"to get the mean of 609, for example."
2326.56,2329.76,"So first case, I have six parameters as my input."
2329.76,2332.4,"But in the second case, I've got only three parameters"
2332.4,2333.48,as my input.
2333.48,2340.84,And that little star in my arguments allows me to do this.
2340.84,2345.32,Now I did write a version of this mean for you guys down here
2345.32,2350.52,where I'm assuming that mean doesn't have the star.
2350.52,2353.44,So assuming that args is a tuple itself.
2353.44,2357.6,"And in that case, you would have to call the mean function"
2357.6,2361.88,by explicitly passing in only one argument that is a tuple.
2361.88,2366.16,So this extra set of parentheses makes my argument the tuple.
2366.16,2369.64,So take a closer look at that if you're interested.
2372.36,2376.16,So I want to introduce lists today.
2376.16,2379.56,And a lot of the slides here are basically
2379.56,2382.96,copy and paste from the tuple slides.
2382.96,2385.0,The only difference in these slides
2385.0,2390.2,that I have regarding lists is the way we define a list.
2390.2,2393.68,"So in terms of defining a list or defining a tuple,"
2393.68,2395.92,we were using parentheses.
2395.92,2399.96,"But to define a list, we use open-close square brackets."
2399.96,2402.2,"But otherwise, a lot of the operations"
2402.2,2406.64,are exactly the same as tuples and as strings.
2406.64,2409.8,We're not going to look at what it means for lists
2409.8,2411.12,to be mutable this lecture.
2411.12,2414.68,But next lecture will be all about mutability.
2414.68,2419.2799999999997,"But today, I just want to give you a sense of what a list is."
2419.2799999999997,2423.52,"So as I said, this is copy and paste from the tuple slide."
2423.52,2427.56,"When I create a list, I just use open-close square brackets."
2427.56,2431.44,This creates a list for me with no elements within it.
2431.44,2433.04,Creating a list with one element in it
2433.04,2435.48,doesn't need that extra comma because there's
2435.48,2440.2799999999997,no confusion with operation precedence with square brackets.
2440.28,2442.1200000000003,So there's no need for that.
2442.1200000000003,2445.6800000000003,"But otherwise, everything else here is exactly the same"
2445.6800000000003,2446.6000000000004,as with tuples.
2446.6000000000004,2450.96,We're just using square brackets instead of parentheses.
2450.96,2454.8,"So remember, strings and tuples, it's the same."
2454.8,2458.0,What I do want to mention and talk a little bit about now
2458.0,2459.96,that we've introduced tuples and lists
2459.96,2464.36,is the idea of having our loops iterate over elements
2464.36,2465.88,of tuples and lists directly.
2465.88,2468.52,And I'm going to basically write these slides in the context
2468.52,2470.84,"of lists, but the exact same thing"
2470.84,2473.64,is applicable to tuples as well.
2473.64,2477.7599999999998,So here is an example of us wanting
2477.7599999999998,2480.2,to find the sum of the elements in a list.
2480.2,2483.72,The code on the left is a little bit hard to parse.
2483.72,2488.2,We've got loop variable going through range length n.
2488.2,2490.96,"And then I have to keep my running total,"
2490.96,2495.0,but I have to index into the list at that index here.
2495.0,2496.56,And it's really hard to tell what's
2496.56,2498.88,going on at a quick glance.
2498.88,2501.84,"And so luckily for us, the way that we were able to iterate"
2501.84,2504.32,"over string characters directly, we"
2504.32,2508.16,can iterate over tuple and list elements directly.
2508.16,2512.68,So the right hand side here is code
2512.68,2515.7999999999997,"that does exactly the same thing as the one on the left,"
2515.7999999999997,2519.12,except that our loop variable i in this particular case
2519.12,2526.24,will take on the values of my list directly.
2526.2400000000002,2529.6800000000003,"And so if we take that code, yes,"
2529.6800000000003,2531.76,"I guess we call this version more pathonic,"
2531.76,2533.8,because it's a lot easier to read.
2533.8,2538.48,So if we take that code and wrap it around a function
2538.48,2541.1200000000003,to make this piece of code be something
2541.1200000000003,2543.28,that we can reuse in a whole bunch of places
2543.28,2546.36,"to grab the sum of all the elements of a list, right?"
2546.36,2547.4,We can do that.
2547.4,2550.84,So here I've taken the code that does the work.
2550.84,2552.76,I've plopped it inside this function.
2552.76,2554.2400000000002,I've named list sum.
2554.2400000000002,2556.2000000000003,I've taken a list as a parameter.
2556.2000000000003,2557.9600000000005,"And instead of printing the total,"
2557.9600000000005,2560.2000000000003,I'm returning the total.
2560.2000000000003,2563.4800000000005,So very useful function now.
2563.4800000000005,2568.84,"This loop variable i will take on the values 8, then 3, then 5,"
2568.84,2572.44,if that's the list I called this function with.
2572.44,2576.1200000000003,So a lot nicer than iterating over the index
2576.1200000000003,2578.8,and then indexing into the list with the square brackets
2578.8,2581.6400000000003,at that index.
2581.6400000000003,2584.84,What I do want to mention is something when you're writing code
2584.84,2588.1600000000003,and this is something that I sort of used to do
2588.1600000000003,2591.1200000000003,when I first started out is to write a little comment
2591.1200000000003,2593.44,for yourself right underneath the for loop.
2593.44,2596.6000000000004,"Now I know it's a little tedious,"
2596.6000000000004,2599.1200000000003,"but it does help you keep track of, especially"
2599.1200000000003,2602.28,if now that we're iterating over tuples or over lists
2602.28,2605.44,"or over string elements directly or even over the indices,"
2605.44,2608.8,it helps you keep track of what this loop variable is value
2608.8,2610.1600000000003,"is going to be, right?"
2610.1600000000003,2612.0,And then you don't have to keep track of it in your mind.
2612.0,2613.8,It's on paper and you can use your mind
2613.8,2615.6800000000003,to keep track of other things.
2615.6800000000003,2618.2000000000003,"So if you just write a little comment for yourself there,"
2618.2000000000003,2622.1200000000003,it helps you debug along the way.
2622.1200000000003,2626.96,"So once we iterate over list elements directly,"
2626.96,2630.36,it makes code that we write really easy to read.
2630.36,2633.1200000000003,So here the code on the left is going to iterate over
2633.1200000000003,2636.8,the elements directly and get the running total.
2636.8,2640.48,But we can make a really small change to the input list.
2640.48,2643.8,"Let's say our input list no longer takes in just numbers,"
2643.8,2649.08,but it can take in strings.
2649.08,2654.84,We can make one small change to our loop body.
2654.84,2658.48,Our loop variable still iterates over all the elements
2658.48,2661.88,in the list L. And then if we write the note for ourselves
2661.88,2666.04,"that S is going to be AB, then D, F, then G,"
2666.04,2668.68,if we wanted to write code that grabbed the sum
2668.68,2672.44,"of all of the lengths of the list,"
2672.44,2676.48,the total plus equals E on the left hand side becomes total plus
2676.48,2679.68,equal length of S on the right hand side.
2679.68,2683.44,"So length of S, one at a time, will take on the value 2"
2683.44,2685.6,because AB has length 2.
2685.6,2688.52,"And then 3 because D, F, has length 3."
2688.52,2691.7999999999997,And then 1 because G has length 1.
2691.7999999999997,2694.52,"So the code looks very similar, but they have different"
2694.52,2697.52,functionalities depending on what we want to do.
2700.52,2705.04,"OK, we don't have time to go through this, you try it,"
2705.04,2709.0,but definitely try it on your own at home.
2709.0,2711.72,It's very useful plus a whole bunch of other functions
2711.72,2713.88,that I've put in this Python file for you
2713.88,2717.12,to get a lot of experience with tuples and lists.
